PERSON_ID;FIRST_NAME;LAST_NAME;DISPLAY_FIRST_LAST;DISPLAY_LAST_COMMA_FIRST;DISPLAY_FI_LAST;PLAYER_SLUG;BIRTHDATE;SCHOOL;COUNTRY;LAST_AFFILIATION;HEIGHT;WEIGHT;SEASON_EXP;JERSEY;POSITION;ROSTERSTATUS;GAMES_PLAYED_CURRENT_SEASON_FLAG;TEAM_ID;TEAM_NAME;TEAM_ABBREVIATION;TEAM_CODE;TEAM_CITY;PLAYERCODE;FROM_YEAR;TO_YEAR;DLEAGUE_FLAG;NBA_FLAG;GAMES_PLAYED_FLAG;DRAFT_YEAR;DRAFT_ROUND;DRAFT_NUMBER;GREATEST_75_FLAG;clean_name;Salary
1641745;Adam;Flagler;Adam Flagler;Flagler, Adam;A. Flagler;adam-flagler;1999-12-01T00:00:00;Baylor;USA;Baylor/USA;06. Mrz;180.0;1;14.0;Guard;Active;Y;1610612760;Thunder;OKC;thunder;Oklahoma City;adam_flagler;2023;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;adamflagler;
1642280;Trentyn;Flowers;Trentyn Flowers;Flowers, Trentyn;T. Flowers;trentyn-flowers;2005-03-08T00:00:00;Adelaide;USA;;06. Sep;185.0;0;9.0;Forward;Active;Y;1610612746;Clippers;LAC;clippers;LA;trentyn_flowers;2024;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;trentynflowers;
1630201;Malachi;Flynn;Malachi Flynn;Flynn, Malachi;M. Flynn;malachi-flynn;1998-05-09T00:00:00;San Diego State;USA;San Diego State/USA;06. Jan;185.0;4;;Guard;Inactive;Y;0;;;;;malachi_flynn;2020;2024;Y;Y;Y;2020;1;29;N;malachiflynn;3873025.0
1631323;Simone;Fontecchio;Simone Fontecchio;Fontecchio, Simone;S. Fontecchio;simone-fontecchio;1995-12-09T00:00:00;Baskonia;Italy;Baskonia/Italy;06. Jul;209.0;2;19.0;Forward;Active;Y;1610612765;Pistons;DET;pistons;Detroit;simone_fontecchio;2022;2024;N;Y;Y;Undrafted;Undrafted;Undrafted;N;simonefontecchio;3044872.0
1628368;De'Aaron;Fox;De'Aaron Fox;Fox, De'Aaron;D. Fox;deaaron-fox;1997-12-20T00:00:00;Kentucky;USA;Kentucky/USA;06. Mrz;185.0;7;4.0;Guard;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;de'aaron_fox;2017;2024;N;Y;Y;2017;1;5;N;de'aaronfox;32600060.0
1642402;Enrique;Freeman;Enrique Freeman;Freeman, Enrique;E. Freeman;enrique-freeman;2000-07-29T00:00:00;Akron;USA;Akron/USA;06. Jul;220.0;0;8.0;Forward;Active;Y;1610612754;Pacers;IND;pacers;Indiana;enrique_freeman;2024;2024;Y;Y;Y;2024;2;50;N;enriquefreeman;
1628365;Markelle;Fultz;Markelle Fultz;Fultz, Markelle;M. Fultz;markelle-fultz;1998-05-29T00:00:00;Washington;USA;Washington/USA;06. Apr;209.0;7;20.0;Guard;Active;Y;1610612758;Kings;SAC;kings;Sacramento;markelle_fultz;2017;2024;N;Y;Y;2017;1;1;N;markellefultz;17000000.0
1642277;Johnny;Furphy;Johnny Furphy;Furphy, Johnny;J. Furphy;johnny-furphy;2004-12-08T00:00:00;Kansas;Australia;Kansas/Australia;06. Sep;200.0;0;12.0;Guard;Active;Y;1610612754;Pacers;IND;pacers;Indiana;johnny_furphy;2024;2024;Y;Y;Y;2024;2;35;N;johnnyfurphy;
1629655;Daniel;Gafford;Daniel Gafford;Gafford, Daniel;D. Gafford;daniel-gafford;1998-10-01T00:00:00;Arkansas;USA;Arkansas/USA;06. Okt;265.0;5;21.0;Forward-Center;Active;Y;1610612742;Mavericks;DAL;mavericks;Dallas;daniel_gafford;2019;2024;Y;Y;Y;2019;2;38;N;danielgafford;12402000.0
1629636;Darius;Garland;Darius Garland;Garland, Darius;D. Garland;darius-garland;2000-01-26T00:00:00;Vanderbilt;USA;Vanderbilt/USA;06. Jan;192.0;5;10.0;Guard;Active;Y;1610612739;Cavaliers;CLE;cavaliers;Cleveland;darius_garland;2019;2024;N;Y;Y;2019;1;5;N;dariusgarland;34005250.0
1630585;Marcus;Garrett;Marcus Garrett;Garrett, Marcus;M. Garrett;marcus-garrett;1998-11-09T00:00:00;Kansas;USA;Kansas/USA;06. Mai;205.0;1;;Guard;Inactive;Y;0;;;;;marcus_garrett;2021;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;marcusgarrett;
1630568;Luka;Garza;Luka Garza;Garza, Luka;L. Garza;luka-garza;1998-12-27T00:00:00;Iowa;USA;Iowa/USA;06. Okt;243.0;3;55.0;Center;Active;Y;1610612750;Timberwolves;MIN;timberwolves;Minnesota;luka_garza;2021;2024;Y;Y;Y;2021;2;52;N;lukagarza;
1641718;Keyonte;George;Keyonte George;George, Keyonte;K. George;keyonte-george;2003-11-08T00:00:00;Baylor;USA;Baylor/USA;06. Apr;185.0;1;3.0;Guard;Active;Y;1610612762;Jazz;UTA;jazz;Utah;keyonte_george;2023;2024;N;Y;Y;2023;1;16;N;keyontegeorge;3889800.0
1642273;Kyshawn;George;Kyshawn George;George, Kyshawn;K. George;kyshawn-george;2003-12-12T00:00:00;Miami;Switzerland;Miami/Switzerland;06. Aug;200.0;0;18.0;Forward;Active;Y;1610612764;Wizards;WAS;wizards;Washington;kyshawn_george;2024;2024;N;Y;Y;2024;1;24;N;kyshawngeorge;
202331;Paul;George;Paul George;George, Paul;P. George;paul-george;1990-05-02T00:00:00;Fresno State;USA;Fresno State/USA;06. Aug;220.0;14;8.0;Forward;Active;Y;1610612755;76ers;PHI;sixers;Philadelphia;paul_george;2010;2024;N;Y;Y;2010;1;10;N;paulgeorge;45640084.0
201959;Taj;Gibson;Taj Gibson;Gibson, Taj;T. Gibson;taj-gibson;1985-06-24T00:00:00;Southern California;USA;Southern California/USA;06. Sep;232.0;15;67.0;Forward;Active;Y;1610612766;Hornets;CHA;hornets;Charlotte;taj_gibson;2009;2024;N;Y;Y;2009;1;26;N;tajgibson;348225.0
1630581;Josh;Giddey;Josh Giddey;Giddey, Josh;J. Giddey;josh-giddey;2002-10-10T00:00:00;NBA Global Academy;Australia;NBA Global Academy/Australia;06. Aug;216.0;3;3.0;Guard;Active;Y;1610612741;Bulls;CHI;bulls;Chicago;josh_giddey;2021;2024;N;Y;Y;2021;1;6;N;joshgiddey;6587040.0
1628983;Shai;Gilgeous-Alexander;Shai Gilgeous-Alexander;Gilgeous-Alexander, Shai;S. Gilgeous-Alexander;shai-gilgeous-alexander;1998-07-12T00:00:00;Kentucky;Canada;Kentucky/Canada;06. Jun;195.0;6;2.0;Guard;Active;Y;1610612760;Thunder;OKC;thunder;Oklahoma City;shai_gilgeous-alexander;2018;2024;N;Y;Y;2018;1;11;N;shaigilgeous-alexander;33386850.0
1630264;Anthony;Gill;Anthony Gill;Gill, Anthony;A. Gill;anthony-gill;1992-10-17T00:00:00;Virginia;USA;Virginia/USA;06. Aug;230.0;4;16.0;Forward;Active;Y;1610612764;Wizards;WAS;wizards;Washington;anthony_gill;2020;2024;N;Y;Y;Undrafted;Undrafted;Undrafted;N;anthonygill;1997239.0
1631221;Collin;Gillespie;Collin Gillespie;Gillespie, Collin;C. Gillespie;collin-gillespie;1999-06-25T00:00:00;Villanova;USA;Villanova/USA;06. Jan;195.0;1;12.0;Guard;Active;Y;1610612756;Suns;PHX;suns;Phoenix;collin_gillespie;2022;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;collingillespie;
203497;Rudy;Gobert;Rudy Gobert;Gobert, Rudy;R. Gobert;rudy-gobert;1992-06-26T00:00:00;Cholet;France;Cholet/France;07. Jan;258.0;11;27.0;Center;Active;Y;1610612750;Timberwolves;MIN;timberwolves;Minnesota;rudy_gobert;2013;2024;Y;Y;Y;2013;1;27;N;rudygobert;41000000.0
1630692;Jordan;Goodwin;Jordan Goodwin;Goodwin, Jordan;J. Goodwin;jordan-goodwin;1998-10-23T00:00:00;St. Louis;USA;St. Louis/USA;06. Mai;215.0;3;30.0;Guard;Active;Y;1610612747;Lakers;LAL;lakers;Los Angeles;jordan_goodwin;2021;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;jordangoodwin;
203932;Aaron;Gordon;Aaron Gordon;Gordon, Aaron;A. Gordon;aaron-gordon;1995-09-16T00:00:00;Arizona;USA;Arizona/USA;06. Aug;235.0;10;32.0;Forward;Active;Y;1610612743;Nuggets;DEN;nuggets;Denver;aaron_gordon;2014;2024;N;Y;Y;2014;1;4;N;aarongordon;22266182.0
201569;Eric;Gordon;Eric Gordon;Gordon, Eric;E. Gordon;eric-gordon;1988-12-25T00:00:00;Indiana;USA;Indiana/USA;06. Mrz;215.0;16;23.0;Guard;Active;Y;1610612755;76ers;PHI;sixers;Philadelphia;eric_gordon;2008;2024;N;Y;Y;2008;1;7;N;ericgordon;3196448.0
1641789;Jazian;Gortman;Jazian Gortman;Gortman, Jazian;J. Gortman;jazian-gortman;2003-03-14T00:00:00;Overtime Elite;USA;Overtime Elite/USA;06. Feb;184.0;0;;Guard;Inactive;Y;0;;;;;jazian_gortman;2024;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;jaziangortman;
203924;Jerami;Grant;Jerami Grant;Grant, Jerami;J. Grant;jerami-grant;1994-03-12T00:00:00;Syracuse;USA;Syracuse/USA;06. Jul;210.0;10;9.0;Forward;Active;Y;1610612757;Trail Blazers;POR;blazers;Portland;jerami_grant;2014;2024;N;Y;Y;2014;2;39;N;jeramigrant;27586207.0
1631260;AJ;Green;AJ Green;Green, AJ;A. Green;aj-green;1999-09-27T00:00:00;Northern Iowa;USA;Northern Iowa/USA;06. Apr;190.0;2;20.0;Guard;Active;Y;1610612749;Bucks;MIL;bucks;Milwaukee;aj_green;2022;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;ajgreen;1801769.0
203110;Draymond;Green;Draymond Green;Green, Draymond;D. Green;draymond-green;1990-03-04T00:00:00;Michigan State;USA;Michigan State/USA;06. Jun;230.0;12;23.0;Forward;Active;Y;1610612744;Warriors;GSW;warriors;Golden State;draymond_green;2012;2024;N;Y;Y;2012;2;35;N;draymondgreen;22321429.0
1630224;Jalen;Green;Jalen Green;Green, Jalen;J. Green;jalen-green;2002-02-09T00:00:00;NBA G League Ignite;USA;NBA G League Ignite/USA;06. Apr;186.0;3;4.0;Guard;Active;Y;1610612745;Rockets;HOU;rockets;Houston;jalen_green;2021;2024;Y;Y;Y;2021;1;2;N;jalengreen;9891480.0
1629750;Javonte;Green;Javonte Green;Green, Javonte;J. Green;javonte-green;1993-07-23T00:00:00;Radford;USA;Radford/USA;06. Mai;205.0;5;8.0;Guard;Active;Y;1610612739;Cavaliers;CLE;cavaliers;Cleveland;javonte_green;2019;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;javontegreen;
201145;Jeff;Green;Jeff Green;Green, Jeff;J. Green;jeff-green;1986-08-28T00:00:00;Georgetown;USA;Georgetown/USA;06. Aug;235.0;16;32.0;Forward;Active;Y;1610612745;Rockets;HOU;rockets;Houston;jeff_green;2007;2024;N;Y;Y;2007;1;5;N;jeffgreen;9600000.0
1630182;Josh;Green;Josh Green;Green, Josh;J. Green;josh-green;2000-11-16T00:00:00;Arizona;Australia;Arizona/Australia;06. Mai;200.0;4;10.0;Guard;Active;Y;1610612766;Hornets;CHA;hornets;Charlotte;josh_green;2020;2024;Y;Y;Y;2020;1;18;N;joshgreen;4765339.0
1629656;Quentin;Grimes;Quentin Grimes;Grimes, Quentin;Q. Grimes;quentin-grimes;2000-05-08T00:00:00;Houston;USA;Houston/USA;06. Apr;210.0;3;5.0;Guard;Active;Y;1610612755;76ers;PHI;sixers;Philadelphia;quentin_grimes;2021;2024;N;Y;Y;2021;1;25;N;quentingrimes;2385720.0
1631243;Mouhamed;Gueye;Mouhamed Gueye;Gueye, Mouhamed;M. Gueye;mouhamed-gueye;2002-11-09T00:00:00;Washington State;Senegal;Washington State/Senegal;06. Okt;210.0;1;18.0;Forward;Active;Y;1610612737;Hawks;ATL;hawks;Atlanta;mouhamed_gueye;2023;2024;Y;Y;Y;2023;2;39;N;mouhamedgueye;1119563.0
1629060;Rui;Hachimura;Rui Hachimura;Hachimura, Rui;R. Hachimura;rui-hachimura;1998-02-08T00:00:00;Gonzaga;Japan;Gonzaga/Japan;06. Aug;230.0;5;28.0;Forward;Active;Y;1610612747;Lakers;LAL;lakers;Los Angeles;rui_hachimura;2019;2024;N;Y;Y;2019;1;9;N;ruihachimura;15740741.0
1630169;Tyrese;Haliburton;Tyrese Haliburton;Haliburton, Tyrese;T. Haliburton;tyrese-haliburton;2000-02-29T00:00:00;Iowa State;USA;Iowa State/USA;06. Mai;185.0;4;0.0;Guard;Active;Y;1610612754;Pacers;IND;pacers;Indiana;tyrese_haliburton;2020;2024;N;Y;Y;2020;1;12;N;tyresehaliburton;5808435.0
1641790;PJ;Hall;PJ Hall;Hall, PJ;P. Hall;pj-hall;2002-02-21T00:00:00;Clemson;USA;Clemson/USA;06. Okt;245.0;0;13.0;Center;Active;Y;1610612743;Nuggets;DEN;nuggets;Denver;pj_hall;2024;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;pjhall;
203501;Tim;Hardaway Jr.;Tim Hardaway Jr.;Hardaway Jr., Tim;T. Hardaway Jr.;tim-hardaway-jr;1992-03-16T00:00:00;Michigan;USA;Michigan/USA;06. Mai;205.0;11;8.0;Guard-Forward;Active;Y;1610612765;Pistons;DET;pistons;Detroit;tim_hardaway_jr;2013;2024;Y;Y;Y;2013;1;24;N;timhardawayjr.;17897728.0
201935;James;Harden;James Harden;Harden, James;J. Harden;james-harden;1989-08-26T00:00:00;Arizona State;USA;Arizona State/USA;06. Mai;220.0;15;1.0;Guard;Active;Y;1610612746;Clippers;LAC;clippers;LA;james_harden;2009;2024;N;Y;Y;2009;1;3;Y;jamesharden;35640000.0
1630702;Jaden;Hardy;Jaden Hardy;Hardy, Jaden;J. Hardy;jaden-hardy;2002-07-05T00:00:00;NBA G League Ignite;USA;NBA G League Ignite/USA;06. Mrz;198.0;2;1.0;Guard;Active;Y;1610612742;Mavericks;DAL;mavericks;Dallas;jaden_hardy;2021;2024;Y;Y;Y;2022;2;37;N;jadenhardy;1719864.0
1641989;Elijah;Harkless;Elijah Harkless;Harkless, Elijah;E. Harkless;elijah-harkless;2000-02-03T00:00:00;UNLV;USA;UNLV/USA;06. Mrz;195.0;0;16.0;Guard;Active;Y;1610612762;Jazz;UTA;jazz;Utah;elijah_harkless;2024;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;elijahharkless;
1631199;Ron;Harper Jr.;Ron Harper Jr.;Harper Jr., Ron;R. Harper Jr.;ron-harper-jr;2000-04-12T00:00:00;Rutgers;USA;Rutgers/USA;06. Apr;233.0;2;13.0;Guard-Forward;Active;Y;1610612765;Pistons;DET;pistons;Detroit;ron_harper_jr;2022;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;ronharperjr.;
203914;Gary;Harris;Gary Harris;Harris, Gary;G. Harris;gary-harris;1994-09-14T00:00:00;Michigan State;USA;Michigan State/USA;06. Apr;210.0;10;14.0;Guard;Active;Y;1610612753;Magic;ORL;magic;Orlando;gary_harris;2014;2024;N;Y;Y;2014;1;19;N;garyharris;13000000.0
202699;Tobias;Harris;Tobias Harris;Harris, Tobias;T. Harris;tobias-harris;1992-07-15T00:00:00;Tennessee;USA;Tennessee/USA;06. Aug;226.0;13;12.0;Forward;Active;Y;1610612765;Pistons;DET;pistons;Detroit;tobias_harris;2011;2024;N;Y;Y;2011;1;19;N;tobiasharris;39270150.0
1628404;Josh;Hart;Josh Hart;Hart, Josh;J. Hart;josh-hart;1995-03-06T00:00:00;Villanova;USA;Villanova/USA;06. Apr;215.0;7;3.0;Guard;Active;Y;1610612752;Knicks;NYK;knicks;New York;josh_hart;2017;2024;Y;Y;Y;2017;1;30;N;joshhart;12960000.0
1628392;Isaiah;Hartenstein;Isaiah Hartenstein;Hartenstein, Isaiah;I. Hartenstein;isaiah-hartenstein;1998-05-05T00:00:00;Zalgiris;Germany;Zalgiris/Germany;7-0;250.0;6;55.0;Center-Forward;Active;Y;1610612760;Thunder;OKC;thunder;Oklahoma City;isaiah_hartenstein;2018;2024;Y;Y;Y;2017;2;43;N;isaiahhartenstein;9245121.0
1630573;Sam;Hauser;Sam Hauser;Hauser, Sam;S. Hauser;sam-hauser;1997-12-08T00:00:00;Virginia;USA;Virginia/USA;06. Jul;217.0;3;30.0;Forward;Active;Y;1610612738;Celtics;BOS;celtics;Boston;sam_hauser;2021;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;samhauser;1927896.0
1641722;Jordan;Hawkins;Jordan Hawkins;Hawkins, Jordan;J. Hawkins;jordan-hawkins;2002-04-29T00:00:00;Connecticut;USA;Connecticut/USA;06. Mai;190.0;1;24.0;Guard;Active;Y;1610612740;Pelicans;NOP;pelicans;New Orleans;jordan_hawkins;2023;2024;Y;Y;Y;2023;1;14;N;jordanhawkins;4310160.0
1629637;Jaxson;Hayes;Jaxson Hayes;Hayes, Jaxson;J. Hayes;jaxson-hayes;2000-05-23T00:00:00;Texas;USA;Texas/USA;7-0;220.0;5;11.0;Center-Forward;Active;Y;1610612747;Lakers;LAL;lakers;Los Angeles;jaxson_hayes;2019;2024;Y;Y;Y;2019;1;8;N;jaxsonhayes;2165000.0
1630165;Killian;Hayes;Killian Hayes;Hayes, Killian;K. Hayes;killian-hayes;2001-07-27T00:00:00;Ratiopharm Ulm;France;Ratiopharm Ulm/France;06. Mai;195.0;4;;Guard;Inactive;Y;0;;;;;killian_hayes;2020;2024;Y;Y;Y;2020;1;7;N;killianhayes;7413955.0
1630703;Scoot;Henderson;Scoot Henderson;Henderson, Scoot;S. Henderson;scoot-henderson;2004-02-03T00:00:00;NBA G League Ignite;USA;NBA G League Ignite/USA;06. Mrz;206.0;1;0.0;Guard;Active;Y;1610612757;Trail Blazers;POR;blazers;Portland;scoot_henderson;2021;2024;Y;Y;Y;2023;1;3;N;scoothenderson;9770880.0
1641707;Taylor;Hendricks;Taylor Hendricks;Hendricks, Taylor;T. Hendricks;taylor-hendricks;2003-11-22T00:00:00;Central Florida;USA;Central Florida/USA;06. Sep;215.0;1;0.0;Forward;Active;Y;1610612762;Jazz;UTA;jazz;Utah;taylor_hendricks;2023;2024;Y;Y;Y;2023;1;9;N;taylorhendricks;5569920.0
1629639;Tyler;Herro;Tyler Herro;Herro, Tyler;T. Herro;tyler-herro;2000-01-20T00:00:00;Kentucky;USA;Kentucky/USA;06. Mai;195.0;5;14.0;Guard;Active;Y;1610612748;Heat;MIA;heat;Miami;tyler_herro;2019;2024;N;Y;Y;2019;1;13;N;tylerherro;27000000.0
1627741;Buddy;Hield;Buddy Hield;Hield, Buddy;B. Hield;buddy-hield;1992-12-17T00:00:00;Oklahoma;Bahamas;Oklahoma/Bahamas;06. Apr;220.0;8;7.0;Guard;Active;Y;1610612744;Warriors;GSW;warriors;Golden State;buddy_hield;2016;2024;N;Y;Y;2016;1;6;N;buddyhield;19279841.0
1629312;Haywood;Highsmith;Haywood Highsmith;Highsmith, Haywood;H. Highsmith;haywood-highsmith;1996-12-09T00:00:00;Wheeling Jesuit;USA;Wheeling Jesuit/USA;06. Mai;220.0;4;24.0;Forward;Active;Y;1610612748;Heat;MIA;heat;Miami;haywood_highsmith;2018;2024;Y;Y;Y;2018;;;N;haywoodhighsmith;1902137.0
1628988;Aaron;Holiday;Aaron Holiday;Holiday, Aaron;A. Holiday;aaron-holiday;1996-09-30T00:00:00;UCLA;USA;UCLA/USA;6-0;185.0;6;0.0;Guard;Active;Y;1610612745;Rockets;HOU;rockets;Houston;aaron_holiday;2018;2024;N;Y;Y;2018;1;23;N;aaronholiday;2019706.0
201950;Jrue;Holiday;Jrue Holiday;Holiday, Jrue;J. Holiday;jrue-holiday;1990-06-12T00:00:00;UCLA;USA;UCLA/USA;06. Apr;205.0;15;4.0;Guard;Active;Y;1610612738;Celtics;BOS;celtics;Boston;jrue_holiday;2009;2024;N;Y;Y;2009;1;17;N;jrueholiday;36861707.0
1641842;Ronald;Holland II;Ronald Holland II;Holland II, Ronald;R. Holland II;ronald-holland-ii;2005-07-07T00:00:00;NBA G League Ignite;USA;NBA G League Ignite/USA;06. Aug;206.0;0;0.0;Forward;Active;Y;1610612765;Pistons;DET;pistons;Detroit;ronald_holland_ii;2023;2024;Y;Y;Y;2024;1;5;N;ronaldhollandii;
1626158;Richaun;Holmes;Richaun Holmes;Holmes, Richaun;R. Holmes;richaun-holmes;1993-10-15T00:00:00;Bowling Green;USA;Bowling Green/USA;06. Sep;235.0;9;22.0;Forward;Active;Y;1610612764;Wizards;WAS;wizards;Washington;richaun_holmes;2015;2024;Y;Y;Y;2015;2;37;N;richaunholmes;12046020.0
1641747;DaRon;Holmes II;DaRon Holmes II;Holmes II, DaRon;D. Holmes II;daron-holmes-ii;2002-08-15T00:00:00;Dayton;USA;Dayton/USA;06. Okt;225.0;0;14.0;Forward;Active;N;1610612743;Nuggets;DEN;nuggets;Denver;daron_holmes_ii;2024;2024;N;N;N;2024;1;22;N;daronholmesii;
1631096;Chet;Holmgren;Chet Holmgren;Holmgren, Chet;C. Holmgren;chet-holmgren;2002-05-01T00:00:00;Gonzaga;USA;Gonzaga/USA;07. Jan;208.0;1;7.0;Center-Forward;Active;Y;1610612760;Thunder;OKC;thunder;Oklahoma City;chet_holmgren;2022;2024;N;Y;Y;2022;1;2;N;chetholmgren;10386000.0
1641720;Jalen;Hood-Schifino;Jalen Hood-Schifino;Hood-Schifino, Jalen;J. Hood-Schifino;jalen-hood-schifino;2003-06-19T00:00:00;Indiana;USA;Indiana/USA;06. Mai;210.0;1;17.0;Guard;Active;Y;1610612755;76ers;PHI;sixers;Philadelphia;jalen_hood-schifino;2023;2024;Y;Y;Y;2023;1;17;N;jalenhood-schifino;3695040.0
201143;Al;Horford;Al Horford;Horford, Al;A. Horford;al-horford;1986-06-03T00:00:00;Florida;Dominican Republic;Florida/Dominican Republic;06. Sep;240.0;17;42.0;Center-Forward;Active;Y;1610612738;Celtics;BOS;celtics;Boston;al_horford;2007;2024;N;Y;Y;2007;1;3;N;alhorford;10000000.0
1629659;Talen;Horton-Tucker;Talen Horton-Tucker;Horton-Tucker, Talen;T. Horton-Tucker;talen-horton-tucker;2000-11-25T00:00:00;Iowa State;USA;Iowa State/USA;06. Apr;234.0;5;22.0;Guard;Active;Y;1610612741;Bulls;CHI;bulls;Chicago;talen_horton-tucker;2019;2024;Y;Y;Y;2019;2;46;N;talenhorton-tucker;11020000.0
1631216;Caleb;Houstan;Caleb Houstan;Houstan, Caleb;C. Houstan;caleb-houstan;2003-01-09T00:00:00;Michigan;Canada;Michigan/Canada;06. Aug;205.0;2;2.0;Guard;Active;Y;1610612753;Magic;ORL;magic;Orlando;caleb_houstan;2022;2024;Y;Y;Y;2022;2;32;N;calebhoustan;2000000.0
1641724;Jett;Howard;Jett Howard;Howard, Jett;J. Howard;jett-howard;2003-09-14T00:00:00;Michigan;USA;Michigan/USA;06. Jun;215.0;1;13.0;Guard;Active;Y;1610612753;Magic;ORL;magic;Orlando;jett_howard;2023;2024;Y;Y;Y;2023;1;11;N;jetthoward;5026800.0
1628989;Kevin;Huerter;Kevin Huerter;Huerter, Kevin;K. Huerter;kevin-huerter;1998-08-27T00:00:00;Maryland;USA;Maryland/USA;06. Jul;198.0;6;13.0;Guard-Forward;Active;Y;1610612741;Bulls;CHI;bulls;Chicago;kevin_huerter;2018;2024;N;Y;Y;2018;1;19;N;kevinhuerter;15669643.0
1630643;Jay;Huff;Jay Huff;Huff, Jay;J. Huff;jay-huff;1997-08-25T00:00:00;Virginia;USA;Virginia/USA;07. Jan;240.0;3;30.0;Center;Active;Y;1610612763;Grizzlies;MEM;grizzlies;Memphis;jay_huff;2021;2024;Y;Y;Y;Undrafted;Undrafted;Undrafted;N;jayhuff;
1630574;Ariel;Hukporti;Ariel Hukporti;Hukporti, Ariel;A. Hukporti;ariel-hukporti;2002-04-12T00:00:00;MHP Riesen;Germany;MHP Riesen/Germany;06. Nov;246.0;0;55.0;Center;Active;Y;1610612752;Knicks;NYK;knicks;New York;ariel_hukporti;2024;2024;Y;Y;Y;2024;2;58;N;arielhukporti;
1629631;De'Andre;Hunter;De'Andre Hunter;Hunter, De'Andre;D. Hunter;deandre-hunter;1997-12-02T00:00:00;Virginia;USA;Virginia/USA;06. Aug;221.0;5;12.0;Forward-Guard;Active;Y;1610612739;Cavaliers;CLE;cavaliers;Cleveland;deandre_hunter;2019;2024;N;Y;Y;2019;1;4;N;de'andrehunter;20089286.0
1630538;Bones;Hyland;Bones Hyland;Hyland, Bones;B. Hyland;bones-hyland;2000-09-14T00:00:00;Virginia Commonwealth;USA;Virginia Commonwealth/USA;06. Feb;169.0;3;77.0;Guard;Active;Y;1610612750;Timberwolves;MIN;timberwolves;Minnesota;nahshon_hyland;2021;2024;Y;Y;Y;2021;1;26;N;boneshyland;2306400.0
1642345;Oso;Ighodaro;Oso Ighodaro;Ighodaro, Oso;O. Ighodaro;oso-ighodaro;2002-07-14T00:00:00;Marquette;USA;Marquette/USA;7-0;235.0;0;4.0;Forward;Active;Y;1610612756;Suns;PHX;suns;Phoenix;oso_ighodaro;2024;2024;Y;Y;Y;2024;2;40;N;osoighodaro;
204060;Joe;Ingles;Joe Ingles;Ingles, Joe;J. Ingles;joe-ingles;1987-10-02T00:00:00;Maccabi Tel Aviv;Australia;Maccabi Tel Aviv/Australia;06. Aug;220.0;10;7.0;Forward-Guard;Active;Y;1610612750;Timberwolves;MIN;timberwolves;Minnesota;joe_ingles;2014;2024;N;Y;Y;Undrafted;Undrafted;Undrafted;N;joeingles;11000000.0
1627742;Brandon;Ingram;Brandon Ingram;Ingram, Brandon;B. Ingram;brandon-ingram;1997-09-02T00:00:00;Duke;USA;Duke/USA;06. Aug;190.0;8;3.0;Forward;Active;Y;1610612761;Raptors;TOR;raptors;Toronto;brandon_ingram;2016;2024;N;Y;Y;2016;1;2;N;brandoningram;33833400.0
1631127;Harrison;Ingram;Harrison Ingram;Ingram, Harrison;H. Ingram;harrison-ingram;2002-11-27T00:00:00;North Carolina;USA;North Carolina/USA;06. Mai;230.0;0;55.0;Forward;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;harrison_ingram;2024;2024;Y;Y;Y;2024;2;48;N;harrisoningram;
202681;Kyrie;Irving;Kyrie Irving;Irving, Kyrie;K. Irving;kyrie-irving;1992-03-23T00:00:00;Duke;Australia;Duke/Australia;06. Feb;195.0;13;11.0;Guard;Active;Y;1610612742;Mavericks;DAL;mavericks;Dallas;kyrie_irving;2011;2024;N;Y;Y;2011;1;1;N;kyrieirving;37037037.0
1628371;Jonathan;Isaac;Jonathan Isaac;Isaac, Jonathan;J. Isaac;jonathan-isaac;1997-10-03T00:00:00;Florida State;USA;Florida State/USA;06. Okt;230.0;5;1.0;Forward;Active;Y;1610612753;Magic;ORL;magic;Orlando;jonathan_isaac;2017;2024;Y;Y;Y;2017;1;6;N;jonathanisaac;17400000.0
1631093;Jaden;Ivey;Jaden Ivey;Ivey, Jaden;J. Ivey;jaden-ivey;2002-02-13T00:00:00;Purdue;USA;Purdue/USA;06. Apr;195.0;2;23.0;Guard;Active;Y;1610612765;Pistons;DET;pistons;Detroit;jaden_ivey;2022;2024;N;Y;Y;2022;1;5;N;jadenivey;7641480.0
